mine_id,mine_name,mine_type,year,month,monthly_target_tonnes,actual_production_tonnes,shortfall_tonnes,shortfall_pct,rainfall_mm,avg_temperature_c,equipment_uptime_pct,breakdown_hours,blasting_delays_count,avg_feed_grade_pct
40MPR01016,Sitapatore,Opencast,2023,7,1417,1137,280,19.76,305.3,33.4,91.8,32.6,0,35.0
40MPR01016,Sitapatore,Opencast,2023,8,1417,1175,242,17.07,147.8,28.9,86.8,52.8,3,35.0
40MPR01016,Sitapatore,Opencast,2023,9,1417,1112,305,21.52,177.2,25.9,86.6,24.8,1,35.0
40MPR01016,Sitapatore,Opencast,2023,10,1417,1385,32,2.26,4.1,31.2,77.7,12.0,0,35.0
40MPR01016,Sitapatore,Opencast,2023,11,1417,1108,309,21.76,32.7,34.1,76.7,53.3,4,35.0
40MPR01016,Sitapatore,Opencast,2023,12,1417,1139,278,19.61,18.9,26.0,74.4,49.3,3,35.0
40MPR01016,Sitapatore,Opencast,2024,1,1417,1384,33,2.29,10.6,34.9,78.4,25.4,2,35.0
40MPR01016,Sitapatore,Opencast,2024,2,1417,1295,122,8.56,13.5,27.6,87.7,63.0,0,35.0
40MPR01016,Sitapatore,Opencast,2024,3,1417,1452,0,0.0,14.7,28.7,79.5,31.2,0,35.0
40MPR01016,Sitapatore,Opencast,2024,4,1417,1313,104,7.32,6.8,44.9,88.1,37.8,2,35.0
40MPR01016,Sitapatore,Opencast,2024,5,1417,1328,89,6.24,8.3,44.4,72.8,17.0,0,35.0
40MPR01016,Sitapatore,Opencast,2024,6,1417,1025,392,27.62,251.1,29.3,79.3,58.3,1,35.0
40MPR01016,Sitapatore,Opencast,2024,7,1417,1013,404,28.48,237.3,27.3,78.3,47.9,2,35.0
40MPR01016,Sitapatore,Opencast,2024,8,1417,1234,183,12.92,251.2,27.3,85.3,25.5,0,35.0
40MPR01016,Sitapatore,Opencast,2024,9,1417,1421,0,0.0,128.2,26.3,75.2,21.2,1,35.0
40MPR01016,Sitapatore,Opencast,2024,10,1417,1360,57,3.97,17.7,29.9,78.3,27.6,2,35.0
40MPR01016,Sitapatore,Opencast,2024,11,1417,1207,210,14.81,3.4,34.6,79.0,41.2,1,35.0
40MPR01016,Sitapatore,Opencast,2024,12,1417,1105,312,21.99,7.1,28.3,87.9,43.3,0,35.0
40MSH14002,Beldongri,Underground,2022,1,3333,2800,533,15.99,19.2,31.8,87.9,45.3,0,34.0
40MSH14002,Beldongri,Underground,2022,2,3333,2776,557,16.73,0.9,27.8,78.7,47.5,0,34.0
40MSH14002,Beldongri,Underground,2022,3,3333,3102,231,6.93,20.7,34.8,88.0,60.8,1,34.0
40MSH14002,Beldongri,Underground,2022,4,3333,2695,638,19.15,30.1,41.5,91.6,44.5,1,34.0
40MSH14002,Beldongri,Underground,2022,5,3333,2830,503,15.11,6.4,44.6,72.4,55.3,0,34.0
40MSH14002,Beldongri,Underground,2022,6,3333,2877,456,13.7,205.6,31.7,78.8,17.7,0,34.0
40MSH14002,Beldongri,Underground,2022,7,3333,2947,386,11.58,306.0,29.3,86.8,39.0,1,34.0
40MSH14002,Beldongri,Underground,2022,8,3333,3032,301,9.04,238.6,28.2,72.4,15.9,2,34.0
40MSH14002,Beldongri,Underground,2022,9,3333,2869,464,13.94,129.9,24.7,87.4,56.6,2,34.0
40MSH14002,Beldongri,Underground,2022,10,3333,2993,340,10.21,9.1,31.9,76.3,14.1,0,34.0
40MSH14002,Beldongri,Underground,2022,11,3333,3322,11,0.33,6.3,26.7,80.4,39.0,1,34.0
40MSH14002,Beldongri,Underground,2022,12,3333,2983,350,10.52,13.9,26.2,89.3,51.6,2,34.0
40MSH14002,Beldongri,Underground,2023,1,3333,3112,221,6.65,24.4,24.9,80.8,15.4,1,34.0
40MSH14002,Beldongri,Underground,2023,2,3333,2965,368,11.04,21.7,33.2,80.6,53.6,2,34.0
40MSH14002,Beldongri,Underground,2023,3,3333,2866,467,14.01,16.2,33.0,88.4,41.4,0,34.0
40MSH14002,Beldongri,Underground,2023,4,3333,3071,262,7.86,26.4,44.9,72.7,36.8,2,34.0
40MSH14002,Beldongri,Underground,2023,5,3333,3154,179,5.39,29.8,43.3,75.9,28.8,0,34.0
40MSH14002,Beldongri,Underground,2023,6,3333,3061,272,8.18,142.2,33.4,74.7,24.4,1,34.0
40MSH14002,Beldongri,Underground,2023,7,3333,2695,638,19.14,337.4,28.3,87.8,44.8,0,34.0
40MSH14002,Beldongri,Underground,2023,8,3333,3224,109,3.29,175.6,32.4,83.6,32.6,0,34.0
40MSH14002,Beldongri,Underground,2023,9,3333,2945,388,11.65,151.8,30.1,80.5,39.3,0,34.0
40MSH14002,Beldongri,Underground,2023,10,3333,3277,56,1.69,9.0,28.9,91.5,29.7,1,34.0
40MSH14002,Beldongri,Underground,2023,11,3333,2783,550,16.51,21.2,23.3,91.2,49.9,2,34.0
40MSH14002,Beldongri,Underground,2023,12,3333,2954,379,11.37,33.5,29.0,90.6,42.9,1,34.0
40MSH14002,Beldongri,Underground,2024,1,3333,3212,121,3.64,7.3,22.1,76.8,39.0,1,34.0
40MSH14002,Beldongri,Underground,2024,2,3333,2952,381,11.43,1.7,32.9,83.4,52.3,0,34.0
40MSH14002,Beldongri,Underground,2024,3,3333,3161,172,5.18,20.0,25.6,76.6,12.6,0,34.0
40MSH14002,Beldongri,Underground,2024,4,3333,3114,219,6.59,34.5,41.9,74.6,22.6,1,34.0
40MSH14002,Beldongri,Underground,2024,5,3333,3213,120,3.6,30.2,45.8,76.9,35.9,0,34.0
40MSH14002,Beldongri,Underground,2024,6,3333,2827,506,15.19,157.8,24.9,85.1,34.1,0,34.0
40MSH14002,Beldongri,Underground,2024,7,3333,3139,194,5.82,324.0,29.9,89.2,18.2,2,34.0
40MSH14002,Beldongri,Underground,2024,8,3333,2824,509,15.27,252.3,24.0,84.9,32.2,1,34.0
40MSH14002,Beldongri,Underground,2024,9,3333,2285,1048,31.46,254.7,34.6,77.4,54.6,1,34.0
40MSH14002,Beldongri,Underground,2024,10,3333,3428,0,0.0,10.3,22.2,76.4,26.9,1,34.0
40MSH14002,Beldongri,Underground,2024,11,3333,2647,686,20.58,30.6,31.9,73.7,46.5,2,34.0
40MSH14002,Beldongri,Underground,2024,12,3333,3345,0,0.0,32.6,32.1,87.3,16.8,1,34.0
40MPR01018,Ukwa,Underground,2022,1,13333,12934,399,3.0,6.3,33.3,74.7,36.8,1,37.0
40MPR01018,Ukwa,Underground,2022,2,13333,13221,112,0.84,11.1,27.9,78.2,26.9,1,37.0
40MPR01018,Ukwa,Underground,2022,3,13333,11456,1877,14.08,25.7,22.0,83.9,60.5,0,37.0
40MPR01018,Ukwa,Underground,2022,4,13333,13909,0,0.0,24.9,44.1,78.4,25.4,3,37.0
40MPR01018,Ukwa,Underground,2022,5,13333,11487,1846,13.85,15.8,42.5,75.1,34.6,1,37.0
40MPR01018,Ukwa,Underground,2022,6,13333,12422,911,6.84,215.2,30.9,90.2,13.0,2,37.0
40MPR01018,Ukwa,Underground,2022,7,13333,11964,1369,10.27,258.3,23.9,89.8,37.0,2,37.0
40MPR01018,Ukwa,Underground,2022,8,13333,11687,1646,12.35,175.7,29.2,88.1,31.8,1,37.0
40MPR01018,Ukwa,Underground,2022,9,13333,12188,1145,8.59,248.0,23.3,85.0,33.9,1,37.0
40MPR01018,Ukwa,Underground,2022,10,13333,11030,2303,17.28,27.0,33.6,75.4,59.6,2,37.0
40MPR01018,Ukwa,Underground,2022,11,13333,14000,0,0.0,19.0,34.9,90.0,35.8,0,37.0
40MPR01018,Ukwa,Underground,2022,12,13333,14000,0,0.0,10.0,25.8,89.2,15.7,1,37.0
40MPR01018,Ukwa,Underground,2023,1,13333,11702,1631,12.23,12.1,22.9,77.4,52.7,1,37.0
40MPR01018,Ukwa,Underground,2023,2,13333,13005,328,2.46,30.6,32.7,82.3,47.5,1,37.0
40MPR01018,Ukwa,Underground,2023,3,13333,10594,2739,20.54,14.1,34.7,86.8,40.8,1,37.0
40MPR01018,Ukwa,Underground,2023,4,13333,13183,150,1.13,14.6,44.3,89.2,20.2,1,37.0
40MPR01018,Ukwa,Underground,2023,5,13333,11092,2241,16.81,24.1,41.5,84.8,58.5,3,37.0
40MPR01018,Ukwa,Underground,2023,6,13333,10662,2671,20.04,122.9,30.5,77.5,57.7,0,37.0
40MPR01018,Ukwa,Underground,2023,7,13333,10913,2420,18.15,323.6,31.4,76.4,13.8,1,37.0
40MPR01018,Ukwa,Underground,2023,8,13333,10372,2961,22.21,184.0,30.5,84.1,55.8,1,37.0
40MPR01018,Ukwa,Underground,2023,9,13333,12752,581,4.36,157.1,29.5,81.0,35.3,0,37.0
40MPR01018,Ukwa,Underground,2023,10,13333,10296,3037,22.78,6.9,27.8,76.6,42.9,1,37.0
40MPR01018,Ukwa,Underground,2023,11,13333,10668,2665,19.99,18.8,24.8,75.1,58.7,1,37.0
40MPR01018,Ukwa,Underground,2023,12,13333,13623,0,0.0,19.4,29.8,86.1,21.4,0,37.0
40MPR01018,Ukwa,Underground,2024,1,13333,12359,974,7.31,28.4,35.3,74.7,38.4,0,37.0
40MPR01018,Ukwa,Underground,2024,2,13333,13566,0,0.0,5.0,31.9,82.7,19.6,0,37.0
40MPR01018,Ukwa,Underground,2024,3,13333,13376,0,0.0,28.3,24.5,84.1,29.9,1,37.0
40MPR01018,Ukwa,Underground,2024,4,13333,13398,0,0.0,6.6,42.6,85.2,26.0,0,37.0
40MPR01018,Ukwa,Underground,2024,5,13333,12331,1002,7.52,18.2,43.6,91.3,43.2,1,37.0
40MPR01018,Ukwa,Underground,2024,6,13333,12669,664,4.98,156.8,29.1,86.9,38.7,0,37.0
40MPR01018,Ukwa,Underground,2024,7,13333,8569,4764,35.73,330.2,33.3,77.8,47.2,2,37.0
40MPR01018,Ukwa,Underground,2024,8,13333,10530,2803,21.03,243.7,28.9,78.3,51.9,0,37.0
40MPR01018,Ukwa,Underground,2024,9,13333,12985,348,2.61,174.4,34.1,86.5,33.4,0,37.0
40MPR01018,Ukwa,Underground,2024,10,13333,12746,587,4.4,6.2,32.4,77.0,36.1,2,37.0
40MPR01018,Ukwa,Underground,2024,11,13333,11720,1613,12.1,2.8,23.3,83.8,43.8,1,37.0
40MPR01018,Ukwa,Underground,2024,12,13333,12626,707,5.31,17.7,24.1,74.1,18.5,0,37.0
40MPR01069,Tirodi,Opencast,2022,1,11667,10753,914,7.83,21.3,24.8,77.0,21.2,3,34.5
40MPR01069,Tirodi,Opencast,2022,2,11667,10955,712,6.1,0.7,31.4,82.5,59.6,1,34.5
40MPR01069,Tirodi,Opencast,2022,3,11667,12250,0,0.0,27.7,23.8,80.0,21.0,1,34.5
40MPR01069,Tirodi,Opencast,2022,4,11667,11042,625,5.36,33.2,40.8,91.5,24.2,2,34.5
40MPR01069,Tirodi,Opencast,2022,5,11667,9933,1734,14.86,30.0,41.9,85.2,42.0,3,34.5
40MPR01069,Tirodi,Opencast,2022,6,11667,11525,142,1.21,128.1,24.0,86.3,35.2,1,34.5
40MPR01069,Tirodi,Opencast,2022,7,11667,8301,3366,28.85,291.2,23.8,81.5,52.5,1,34.5
40MPR01069,Tirodi,Opencast,2022,8,11667,8096,3571,30.6,227.5,22.6,74.5,22.8,2,34.5
40MPR01069,Tirodi,Opencast,2022,9,11667,9095,2572,22.04,211.6,31.9,83.7,30.9,2,34.5
40MPR01069,Tirodi,Opencast,2022,10,11667,11355,312,2.67,11.5,27.5,77.2,30.2,4,34.5
40MPR01069,Tirodi,Opencast,2022,11,11667,11559,108,0.92,17.6,30.2,90.4,14.6,2,34.5
40MPR01069,Tirodi,Opencast,2022,12,11667,9276,2391,20.49,23.0,28.1,72.9,60.8,1,34.5
40MPR01069,Tirodi,Opencast,2023,1,11667,9841,1826,15.65,24.1,28.7,74.5,23.4,0,34.5
40MPR01069,Tirodi,Opencast,2023,2,11667,9723,1944,16.66,17.7,33.4,89.2,44.6,0,34.5
40MPR01069,Tirodi,Opencast,2023,3,11667,10396,1271,10.89,24.3,27.9,83.3,46.4,2,34.5
40MPR01069,Tirodi,Opencast,2023,4,11667,11980,0,0.0,13.1,41.3,83.7,35.5,0,34.5
40MPR01069,Tirodi,Opencast,2023,5,11667,9908,1759,15.08,11.2,44.9,85.8,50.4,2,34.5
40MPR01069,Tirodi,Opencast,2023,6,11667,8879,2788,23.89,257.3,28.9,72.2,19.4,2,34.5
40MPR01069,Tirodi,Opencast,2023,7,11667,8031,3636,31.17,369.8,27.1,90.3,53.4,4,34.5
40MPR01069,Tirodi,Opencast,2023,8,11667,9552,2115,18.13,222.5,32.9,89.4,23.4,0,34.5
40MPR01069,Tirodi,Opencast,2023,9,11667,9036,2631,22.55,187.6,29.2,88.6,35.5,2,34.5
40MPR01069,Tirodi,Opencast,2023,10,11667,11480,187,1.6,5.5,30.3,83.9,20.7,0,34.5
40MPR01069,Tirodi,Opencast,2023,11,11667,10847,820,7.03,34.3,27.5,76.5,21.1,3,34.5
40MPR01069,Tirodi,Opencast,2023,12,11667,9864,1803,15.46,11.0,28.5,79.8,57.8,5,34.5
40MPR01069,Tirodi,Opencast,2024,1,11667,11215,452,3.87,20.2,25.8,88.5,12.3,2,34.5
40MPR01069,Tirodi,Opencast,2024,2,11667,10547,1120,9.6,21.3,33.9,77.3,39.5,1,34.5
40MPR01069,Tirodi,Opencast,2024,3,11667,10156,1511,12.94,19.5,31.3,83.8,51.0,1,34.5
40MPR01069,Tirodi,Opencast,2024,4,11667,10705,962,8.24,9.6,40.5,80.6,41.4,3,34.5
40MPR01069,Tirodi,Opencast,2024,5,11667,10703,964,8.26,26.4,43.9,84.7,41.3,0,34.5
40MPR01069,Tirodi,Opencast,2024,6,11667,8876,2791,23.92,252.0,33.5,83.8,25.4,1,34.5
40MPR01069,Tirodi,Opencast,2024,7,11667,8741,2926,25.08,285.8,26.1,82.3,20.8,1,34.5
40MPR01069,Tirodi,Opencast,2024,8,11667,9474,2193,18.8,181.0,30.8,78.8,28.0,3,34.5
40MPR01069,Tirodi,Opencast,2024,9,11667,8585,3082,26.41,171.4,23.2,73.0,25.4,0,34.5
40MPR01069,Tirodi,Opencast,2024,10,11667,11806,0,0.0,9.5,34.2,81.7,28.2,2,34.5
40MPR01069,Tirodi,Opencast,2024,11,11667,11932,0,0.0,4.0,36.0,80.5,30.5,3,34.5
40MPR01069,Tirodi,Opencast,2024,12,11667,10585,1082,9.27,29.6,32.3,76.2,19.7,2,34.5
